paper_id,year,citations,influential,source,tier,matched_by,title_sim,author_overlap,s2_paper_id,s2_corpus_id,fetched_window
xP1radUi32,2025,21.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,693b0c7fc4351b060b7cc0903994b96af567e38c,273025935.0,2026-08-14..2026-08-16
xOmC5LiVuN,2025,33.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,3355d9d35888dbdb6a43bc042437df649ee0eb1e,273822028.0,2026-08-14..2026-08-16
xNsIfzlefG,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,1.0,eafc05c5ea7ec21356d875daff0c9f4b480e6ff3,266693777.0,2026-08-14..2026-08-16
xNgmEWmd9T,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.7719,5.0,b2b5c4b9fa6be08a0f70601e92b2c16412b3b601,272881356.0,2026-08-14..2026-08-16
xMxHJxp192,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,92f1c9b1e1b56dc35c70de7172404ac0cb8c0731,275458489.0,2026-08-14..2026-08-16
xMOLUzo2Lk,2025,152.0,15.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,9.0,cffcfc8d317448d902a98f703f2ef56433c4aa0d,272693848.0,2026-08-14..2026-08-16
xJtWqVBZya,2025,61.0,5.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,25a8719e50ee8c01d412419f9fd4701587ad44fe,275119070.0,2026-08-14..2026-08-16
xJljiPE6dg,2025,126.0,7.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,9.0,0eaf243f2f7c8a381baf0952f85396e2f6a655c5,272753153.0,2026-08-14..2026-08-16
xJc3PazBwS,2025,6.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,149a41936b880c857250883ec7c3b9de17c04e12,273162684.0,2026-08-14..2026-08-16
xJXq6FkqEw,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,A,doi,1.0,,fd28f4ca97d0f53b3cd252de8b88263d21567ffe,278959701.0,2026-08-14..2026-08-16
xJDxVDG3x2,2025,10.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,7a2ee10781a51ea3f5ed2f54d4e468335ee1f53a,276575313.0,2026-08-14..2026-08-16
xImTb8mNOr,2025,6.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,11a23471e01fc39d22e4197e016bdf93bbcfb568,270559165.0,2026-08-14..2026-08-16
xIUUnzrUtD,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,294ec5ab365e5f551a3d2c0eea76178bcce67531,273661758.0,2026-08-14..2026-08-16
xHPVGmLXjd,2025,48.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,7318a804566baadc9f4b4ca8255f78744e749a32,270258007.0,2026-08-14..2026-08-16
xHGL9XqR8Y,2025,17.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,daaaa4a3758192451a6ebcd1537c384f3f3165bb,270562850.0,2026-08-14..2026-08-16
xH53mFbwK8,2025,14.0,1.0,s2_api_2026-08-14..2026-08-16,A,doi,0.9753,,802295ca0c1ebfdf32291eaafdaefa5643dc36e4,271038791.0,2026-08-14..2026-08-16
xGM5shdGJD,2025,22.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,f9c3e82436f284d59d9d37d84f9021b76b0c5a56,273350789.0,2026-08-14..2026-08-16
xFvHcgj1fO,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,e9391ead3da1c95a54f80acc802e2b2160a3e0e4,272689295.0,2026-08-14..2026-08-16
xE5ZaZGqBW,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,407419b462602cc62eaf4862e00197a2d355ab2d,275606493.0,2026-08-14..2026-08-16
xDrFWUmCne,2025,37.0,10.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,f7a8d7b031e2e8a3892dd26f73ca064d8c6fd66f,270045143.0,2026-08-14..2026-08-16
xCkgX4Xfu0,2025,22.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,bc5a02469eda208c6df470da4840d2f6d00609da,271855288.0,2026-08-14..2026-08-16
xCMmtYOsiL,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,0b36229f83c546086ae66b516ed9475391e5f557,273877721.0,2026-08-14..2026-08-16
xByvdb3DCm,2025,9.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,2f2216c1941cbfc484440363b657655bf3890ab5,276928501.0,2026-08-14..2026-08-16
xAM9VaXZnY,2025,12.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,93a9b7940e902f989e27f94061d3b699a2fc4d13,270371946.0,2026-08-14..2026-08-16
x8jxf3byli,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,bd9486146cfd34901a1c94643a0334c6f7f6e63d,274581663.0,2026-08-14..2026-08-16
x83w6yGIWb,2025,11.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,e578cc07c02055039cbffe35cdb43aceeaea1665,273532238.0,2026-08-14..2026-08-16
x7NbaU8RSU,2025,63.0,7.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,650f7db2b37069614c0fb04ea77f099bb5d4efa5,273233795.0,2026-08-14..2026-08-16
x6YSsKYJuH,2025,17.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,48ecabfc775423141144241ec4305d0980d47519,269457492.0,2026-08-14..2026-08-16
x5hXkSMOd1,2025,19.0,5.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,016a31f9839a640e676fc68fefe4879cc95084a4,271903730.0,2026-08-14..2026-08-16
x5YEibapUM,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,0d268d376636bcd40b89767e8d954ef9158fa7f7,273811967.0,2026-08-14..2026-08-16
x4ZmQaumRg,2025,27.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,1dd92c53455982680c81f73c1708da2a22eaa764,271710466.0,2026-08-14..2026-08-16
x1yOHtFfDh,2025,27.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,12.0,2d7d498d6eb673f0ea26c42c896cb921af5f08c9,273323598.0,2026-08-14..2026-08-16
x1uv2gdjKV,2025,45.0,9.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,8e789824bc853b840a61497c814a1ca1662bad07,270095097.0,2026-08-14..2026-08-16
x1SfON9HvT,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,6397c7c986235be9e75d4f774bb1a0e5f2cf98cb,277737592.0,2026-08-14..2026-08-16
x1Okv4kbVR,2025,29.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,ebeb20304f0d0a255f5f087ddd99f66d7873d7ad,273233831.0,2026-08-14..2026-08-16
x1Bk51SCL9,2025,13.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,ef81cc84a5357cee1ac1c21ff99ff07a606a75ad,275212025.0,2026-08-14..2026-08-16
x1An5a3U9I,2025,13.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,95ac1eb4b2fb3826c34ea1154e5bd561e1a18bbf,270440650.0,2026-08-14..2026-08-16
x07rHuChwF,2025,16.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,d6f152012b4c5244f7d6c18e655f16120ff33cde,274656042.0,2026-08-14..2026-08-16
wy9FRV8O5s,2025,8.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,636f202fa163acc4444b49fd015598b3eaa61827,270257700.0,2026-08-14..2026-08-16
wxPnuFp8fZ,2025,9.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,fe65fd3a2d633a18e6e92b58986a3123b5aeeb3c,275820381.0,2026-08-14..2026-08-16
wwVGZRnAYG,2025,29.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,d275718558cc195baddf2b347f7476a3e6c03284,273654244.0,2026-08-14..2026-08-16
wwO8qS9tQl,2025,9.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,17f9fea1d9fd31d111a1eb8f6fc7328f046a3cee,266374512.0,2026-08-14..2026-08-16
ww7JqIf494,2025,10.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,c0475a34ef4065176758cb775327d6bfe8bd218e,277065539.0,2026-08-14..2026-08-16
ww3CLRhF1v,2025,24.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,be1a28b24891acffa3b6d4226a85c390e42f254f,274234139.0,2026-08-14..2026-08-16
wvFnqVVUhN,2025,32.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,15.0,a69ca796900589e22aacff1571bcbfe0a5554f42,271328751.0,2026-08-14..2026-08-16
wtrDLMFU9v,2025,11.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,fffbbcbe4b58f7e04156aacba76e60e081fb5909,273228921.0,2026-08-14..2026-08-16
wsb9GNh1Oi,2025,6.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,a1428257ad5dc63b1daa0991030a53d4cdf5c166,273821757.0,2026-08-14..2026-08-16
wsWCVrH9dv,2025,10.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,9b6a173e2b030aa0c702a4c8e3221c79381331d6,273695675.0,2026-08-14..2026-08-16
ws5phQki00,2025,22.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,1481d79027543fb4bd36615f8e1b0b10fb7cdfa2,270562512.0,2026-08-14..2026-08-16
wryFCrWB0A,2025,9.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,10.0,13eb2c6b45dd36a4969e22f746a8147f4cd0b470,273098746.0,2026-08-14..2026-08-16
wrXCIsysqB,2025,11.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,38f358662c05795efc7bf5800aeb10574d06a765,273026030.0,2026-08-14..2026-08-16
wqA7QmpUwa,2025,106.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,6aaaa71a5cc6f80c16dc2e9ec3578416f8932a01,272397612.0,2026-08-14..2026-08-16
wq4AeBWQJ4,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,11.0,b06431b7e4879880f9435b8815ea70b839cab945,283145848.0,2026-08-14..2026-08-16
wozhdnRCtw,2025,145.0,13.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,a05c63c52f4cde0d334178e81372e8c6f3fb566f,273403586.0,2026-08-14..2026-08-16
womU9cEwcO,2025,22.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,0846688b77c8a9f691a9feb4917ba9f6fe4c6360,276421652.0,2026-08-14..2026-08-16
wnT8bfJCDx,2025,12.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,897baa7e22c395f5c3f47810a94b08ba08a3e898,270062354.0,2026-08-14..2026-08-16
wmmDvZGFK7,2025,8.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,62167d84a8c74abefbc268b4a6d463ff34b7f711,276482973.0,2026-08-14..2026-08-16
wmV4cIbgl6,2025,22.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,e005939e2342eb05ef11b93d6652ca634be7e83a,277271666.0,2026-08-14..2026-08-16
wmFp2aMhi0,2025,3.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,2ed1160c0c07ecc10f8637571eb0831b24205207,273654135.0,2026-08-14..2026-08-16
wm5wwAdiEt,2025,9.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,42322cede60e3f55df69c62fc563a1ff88443f4b,273812144.0,2026-08-14..2026-08-16
wldwEhQ7cl,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,704d355360fc3812af7d3e8604634924861153ec,278532103.0,2026-08-14..2026-08-16
wl4c9jvcyY,2025,23.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,ee535b283a59488eac684babe4e5b7e3f6f1a263,276107681.0,2026-08-14..2026-08-16
wkp57p0uhm,2025,117.0,20.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,9.0,6e16277781f81a492b9bdf8ac42559bd8499f724,270562249.0,2026-08-14..2026-08-16
wkbx7BRAsM,2025,7.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.4587,6.0,13c488f6b8737aa992f1a7364e36b7b8b1bd26c9,271088719.0,2026-08-14..2026-08-16
wkHcXDv7cv,2025,19.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,a860e7d876736834a2c9c2aabea61f097aef0136,273098244.0,2026-08-14..2026-08-16
wjgNVsbT3T,2025,9.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,24f3bc450434ac41236d91242b6a1a3fbaa28a54,273186771.0,2026-08-14..2026-08-16
wjPa7GUIR9,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,doi,0.9753,,a8083469900155e7447fbfb0549595a41265ff86,273323617.0,2026-08-14..2026-08-16
whaO3482bs,2025,6.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,11c78445255ef1bdc5f5a3f786c1c8faea7ecf41,273346460.0,2026-08-14..2026-08-16
whXHZIaRVB,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,253277659af72712b7268b9e4e57861330d39f8c,275118769.0,2026-08-14..2026-08-16
wh6pilyz2L,2025,2.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,572484fcfeb8ae3d117af274f1d8a1d49096a343,267320304.0,2026-08-14..2026-08-16
wgnMdxS2nZ,2025,15.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,6cdd94958095552e1fdd495bb645997e56359892,274445908.0,2026-08-14..2026-08-16
wgRQ2WAORJ,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,1bd869de2e31c322a4771a25f9203176250e3a83,274023631.0,2026-08-14..2026-08-16
wgKW4U7ktq,2025,14.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,355f63e8d9f2bb5de1d7379f58fa55527412bc9c,272827589.0,2026-08-14..2026-08-16
wgDB1QuxIA,2025,8.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,de155abe5132819b8cf7414fc964e7df799b7d64,270123493.0,2026-08-14..2026-08-16
wg3rBImn3O,2025,29.0,5.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,52120bb2ade9471b7897132eeec59c19d61bbd34,273098277.0,2026-08-14..2026-08-16
wg1PCg3CUP,2025,94.0,11.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,9.0,b3bc449a6d1531c8126d23aeadc64b6f4ed45d3b,273877632.0,2026-08-14..2026-08-16
wfLuiDjQ0u,2025,108.0,12.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,70d836e471747a9d0e7bae7c79d0cdd2e78d4226,272831970.0,2026-08-14..2026-08-16
weM4YBicIP,2025,112.0,11.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,5d2efe0fb2894c9770e710d172120f6a084123f0,272398050.0,2026-08-14..2026-08-16
waf6HreC53,2025,15.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,bc234a0b437d1cb405d39f5c768d52a18b2591bb,267069427.0,2026-08-14..2026-08-16
waHmD2i1dv,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,a3a1fbcd3f4eb4bf3556ae18efa03b2d7ec6e85d,272987691.0,2026-08-14..2026-08-16
wYZ8rxwvMm,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,13.0,55ffe0af98bcebc08aa6963c92525392decfd398,266693362.0,2026-08-14..2026-08-16
wYVP4g8Low,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,7267fe7ef9a3f8d484d2ae255f7db96da340168c,275906605.0,2026-08-14..2026-08-16
wYJII5BRYU,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,09cb11c5e75038553ba83a52d7454b860843cbfd,264405791.0,2026-08-14..2026-08-16
wXSshrxlP4,2025,3.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,e0fbb48d7f469ee4e71203672ce4d57ccb3d3cb5,277824742.0,2026-08-14..2026-08-16
wXIncJRlK0,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,1.0,dcac4b7d9bb9e9e12f47e90f4048418755d22ab9,276161327.0,2026-08-14..2026-08-16
wWnsoLhHwt,2025,13.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,6f80a0341d2e5b7c9436a879cd375afc29859054,273098209.0,2026-08-14..2026-08-16
wWcNhS4g1U,2025,32.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,a2ea9af521c7a100f13270040703f205be6fec2a,273507447.0,2026-08-14..2026-08-16
wWPiAjbR7a,2025,2.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,7561ab45e9d997178371cbbcc82b8e95463a3896,273228193.0,2026-08-14..2026-08-16
wVmShpwtY0,2025,0.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,4141c1e53e1e8126370b47f046d9ec884196e194,284860763.0,2026-08-14..2026-08-16
wVTJRnZ11Z,2025,4.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,0133cc7c4bde596968138cd6c1188d7ea4bf4767,275906836.0,2026-08-14..2026-08-16
wUtXB43Chi,2025,17.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,9.0,1d222c62a074c1d561814f71da2d8c69fa3fe578,273026224.0,2026-08-14..2026-08-16
wUtCieKuQU,2025,32.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,e762f8b184ea824220094ca4c8b7807036992044,270440344.0,2026-08-14..2026-08-16
wUbum0nd9N,2025,24.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,e2f0bc45a93371b8c8af6c22d32e599e87358a1e,273345593.0,2026-08-14..2026-08-16
wUFbwlHvbk,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,93f567103a930f9b49ea1b08d41b087044367502,278171031.0,2026-08-14..2026-08-16
wTLc79YNbh,2025,53.0,3.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,fce0f405ba89c8c5e83f3885ad30a5adf237cd75,276258626.0,2026-08-14..2026-08-16
wT1aFmsXOc,2025,8.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,c3484777ad4b9df33d81192e83eecf7beb4d52a4,274776147.0,2026-08-14..2026-08-16
wSkvf2WyYz,2025,6.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,eb114b942c1b9fea76880007c4eefb4512cf076b,276575246.0,2026-08-14..2026-08-16
wSErgkwDZO,2025,19.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,18.0,2e668116801d3368094f6d936981a70cc356e0b2,273403661.0,2026-08-14..2026-08-16
wRbSdbGyfj,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,6e16bfb9f5de7fac413c7e28be858b72886dfbcd,270062769.0,2026-08-14..2026-08-16
wQkERVYqui,2025,10.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,b98a16d59c69103758bef12700c7b502f2e271ba,273821175.0,2026-08-14..2026-08-16
wQHyjIZ1SH,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,1.0,82e3af8e7c377d4f4353b6dd09ac0138f00ee0ea,273162589.0,2026-08-14..2026-08-16
wQEdh2cgEk,2025,89.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,1.0,2fd1e96f56794be12b02044f83eb2c2370c69037,273350554.0,2026-08-14..2026-08-16
wPyTeUMRgh,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,f0c64291b16e7d724bcdc93155e7c5eff02c4c22,273098308.0,2026-08-14..2026-08-16
wPMRwmytZe,2025,16.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,eb30f72c86a2da3c2a628244d6496a2cb6b78c71,273227974.0,2026-08-14..2026-08-16
wNg0LibmQt,2025,11.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,21b2253b7bcb596f5f5daaafe8204319b3d5ea35,273162935.0,2026-08-14..2026-08-16
wN3KaUXA5X,2025,11.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,afb8128b2c8016326131f5a12b657f2e9589a97f,270199421.0,2026-08-14..2026-08-16
wMRFTQwp1d,2025,11.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,3f6b337ae7120b1d46963dcacccd0c234a76a078,271064596.0,2026-08-14..2026-08-16
wM2sfVgMDH,2025,171.0,28.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,0e584f3839c070c53ace35b182b9bc852bac3861,275921761.0,2026-08-14..2026-08-16
wLzhEQq2hR,2025,36.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,4bee9cf0d3c397b1e67157eecc600f200efdce78,273022838.0,2026-08-14..2026-08-16
wLnls9LS3x,2025,4.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9942,4.0,5b97596ae00247dd4c978867bc037659fb1d36dd,278532252.0,2026-08-14..2026-08-16
wLmJIs1uqG,2025,6.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,3715edafcc1377c4eae62d74e075bd7ecd064997,268889521.0,2026-08-14..2026-08-16
wJv4AIt4sK,2025,25.0,5.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,11.0,c96425efc67b0e51844b457aa7b122b73d1b3300,270199692.0,2026-08-14..2026-08-16
wJlzUR5sFl,2025,6.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,5e649ea3e1f3950f4648506497cb039bb87e0efe,274423029.0,2026-08-14..2026-08-16
wJPMe9UKow,2025,1.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,1b7e6cb1837894b63b6ad4adc766eecfd3eb7f01,270217206.0,2026-08-14..2026-08-16
wJ3GeGLFmc,2025,4.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,10.0,ec1758859314954acf66785e55042049a5c8de91,274131005.0,2026-08-14..2026-08-16
wI5uHZLeCZ,2025,168.0,35.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,11.0,c5b9f501c01fec7afff1c5df862803f88f19236b,271329276.0,2026-08-14..2026-08-16
wHebuIb6IH,2025,7.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,a1e797f5c8c84adb84a32ecd3e5cdd5f8b99d105,276079521.0,2026-08-14..2026-08-16
wHLMsM1SrP,2025,14.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,629b564bc8209be700f29e115ffcefc778da8efb,273878122.0,2026-08-14..2026-08-16
wH8XXUOUZU,2025,210.0,24.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,8.0,ef9ed23a01d1cb69d5da3256d81078581d7e8a2c,273345623.0,2026-08-14..2026-08-16
wGqf7YMF8R,2025,18.0,2.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,24d409dbab35e16940a1b959506c6ee955a0918c,272911172.0,2026-08-14..2026-08-16
wGVOxplEbf,2025,3.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,bb1d10d74af0ec485ef58599a9bc09fb0b72112f,272551095.0,2026-08-14..2026-08-16
wFs2E5wCw6,2025,12.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,352fa7f54d529efa86b3c6cdb5a2fda952465359,273351296.0,2026-08-14..2026-08-16
wFg0shwoRe,2025,6.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,4.0,1153079df8c9fd9c7406b1ea1fc6097bc0ec7d33,276106784.0,2026-08-14..2026-08-16
wFD16gwpze,2025,8.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,2.0,0f3575f63b67f257b740751587a5658e3b6ad454,273323602.0,2026-08-14..2026-08-16
wF9Cz2PknU,2025,21.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,9009075202066e9918078c9977b08f2fd5f1b6fb,269982139.0,2026-08-14..2026-08-16
wElgE9qBb5,2025,25.0,1.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,f56011ef3af91afae55034c0c5db63770603bcef,271854862.0,2026-08-14..2026-08-16
wE8wJXgI9T,2025,27.0,4.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,0.9932,3.0,d1f4d31d81975f4b3e94eeffb1df868aeeda664c,270095104.0,2026-08-14..2026-08-16
wDcunIOAOk,2025,13.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,656e997ccef0db210acf3f09df65b68fdc6641a9,270068062.0,2026-08-14..2026-08-16
wD2sfTDy1W,2025,4.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,3.0,88842b56b218f5ea0c0ba7d308655d6c08cff909,270257878.0,2026-08-14..2026-08-16
wCXAlfvCy6,2025,313.0,34.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,16.0,3f03876b23b491bdc161816024044e13b02b46e5,271903601.0,2026-08-14..2026-08-16
wCOJpXm0Me,2025,9.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,5.0,1b9d53349420bb6970095898a5d2960ab8653713,274464899.0,2026-08-14..2026-08-16
w8LMtFY97b,2025,5.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,7.0,524231c4552807671531ff665e338b3026060c18,273346719.0,2026-08-14..2026-08-16
w7pMjyjsKN,2025,8.0,0.0,s2_api_2026-08-14..2026-08-16,A,arxiv_id,1.0,6.0,c28b84219e9a35eef24c6b80939d3c0e902e671e,267406323.0,2026-08-14..2026-08-16
