paper_id,arxiv_id,year,oa_citations,s2_citations,s2_venue,s2_has_pub_doi,s2_matched
BJgLg3R9KQ,1805.08819,2019,16,33,arXiv.org,True,True
BJgGhiR5KX,1810.12836,2019,23,127,arXiv.org,False,True
BJg9DoR9t7,1905.13436,2019,12,64,International Conference on Learning Representations,False,True
BJfguoAcFm,1806.02322,2019,3,7,Asilomar Conference on Signals; Systems and Computers,True,True
BJf_YjCqYX,1810.00471,2019,21,24,arXiv.org,False,True
BJfYvo09Y7,1811.09656,2019,50,102,International Conference on Learning Representations,False,True
BJfIVjAcKm,1809.03008,2019,65,211,International Conference on Learning Representations,False,True
BJeWUs05KQ,1810.01266,2019,29,76,International Conference on Learning Representations,False,True
BJeOioA9Y7,1904.05878,2019,19,66,International Conference on Learning Representations,False,True
BJe1E2R5KX,1807.03858,2019,101,248,International Conference on Learning Representations,False,True
BJe0Gn0cY7,1901.03416,2019,13,191,,False,True
BJGjOi09t7,1906.05912,2019,6,9,Pattern Analysis and Applications,True,True
BJGfCjA5FX,1810.0492,2019,2,,,,False
BJGVX3CqYm,1812.0009,2019,200,,,,False
BJG0voC9YQ,1811.06272,2019,41,167,International Conference on Learning Representations,False,True
B1xhQhRcK7,1812.01647,2019,46,94,International Conference on Learning Representations,False,True
B1xf9jAqFQ,1904.00761,2019,16,41,International Conference on Learning Representations,False,True
B1xY-hRctX,1904.11694,2019,46,302,International Conference on Learning Representations,False,True
B1x-LjAcKX,1805.01128,2019,1,8,IEEE International Joint Conference on Neural Network,True,True
B1lz-3Rct7,1810.12281,2019,55,289,International Conference on Learning Representations,False,True
B1lxH20qtX,1902.05546,2019,45,165,Neural Information Processing Systems,False,True
B1l08oAct7,1810.03958,2019,66,16,arXiv.org,False,True
B1gTShAct7,1810.1191,2019,101,,,,False
B1g30j0qF7,1810.05148,2019,170,331,International Conference on Learning Representations,False,True
B1fpDsAqt7,1806.02453,2019,4,14,International Conference on Learning Representations,False,True
B1fbosCcYm,1901.03665,2019,4,,,,False
B1exrnCcF7,1807.04836,2019,15,84,International Conference on Learning Representations,False,True
B1eXbn05t7,1810.0011,2019,1,,,,False
B1e9csRcFm,1802.0356,2019,2,,,,False
B1e4wo09K7,1902.03251,2019,1,10,International Conference on Machine Learning,False,True
B1e0KsRcYQ,1906.01972,2019,3,1,International Conference on Information Photonics,True,True
B1VWtsA5tQ,1810.02541,2019,35,74,International Workshop on Machine Learning for Signal Processing,True,True
B1MbDj0ctQ,1905.12434,2019,32,49,International Conference on Machine Learning,False,True
B1MXz20cYQ,1807.08024,2019,89,297,International Conference on Learning Representations,False,True
B1MIBs05F7,1812.04529,2019,14,127,Neural Information Processing Systems,False,True
B1MB5oRqtQ,1901.06212,2019,4,3,arXiv.org,False,True
B1MAJhR5YX,1810.0337,2019,22,,,,False
B1GSBsRcFX,1805.07291,2019,3,3,SIAM Journal on Mathematics of Data Science,True,True
B1GAUs0cKQ,1803.03764,2019,13,25,International Conference on Learning Representations,False,True
B1G9doA9F7,1807.00374,2019,35,12,arXiv.org,False,True
B1G5ViAqFm,1901.0207,2019,8,,,,False
ryxz8CVYDH,1910.09464,2020,6,21,International Conference on Learning Representations,False,True
ryxnY3NYPS,1907.04967,2020,67,150,International Conference on Learning Representations,False,True
rylBK34FDS,1908.09979,2020,13,115,International Conference on Learning Representations,False,True
ryl3ygHYDB,2002.04809,2020,17,107,International Conference on Learning Representations,False,True
rygwLgrYPB,2002.05366,2020,8,8,International Conference on Learning Representations,False,True
rygfnn4twS,1902.0569,2020,22,,,,False
rygf-kSYwH,1908.03568,2020,36,212,International Conference on Learning Representations,False,True
rygeHgSFDH,2001.04872,2020,48,137,International Conference on Learning Representations,False,True
ryga2CNKDH,2008.06653,2020,13,30,International Conference on Machine Learning,False,True
rygGQyrFvH,1904.09751,2020,1111,4354,International Conference on Learning Representations,False,True
rygG7AEtvB,1910.12075,2020,2,7,arXiv.org,False,True
rygG4AVFvH,2001.08743,2020,17,91,International Conference on Learning Representations,False,True
rygFWAEFwS,2001.02312,2020,15,80,International Conference on Learning Representations,False,True
ryg7vA4tPB,1911.11134,2020,120,756,International Conference on Machine Learning,False,True
ryg48p4tPH,1907.11461,2020,12,45,International Conference on Learning Representations,False,True
ryenvpEKDr,1909.12673,2020,51,278,International Conference on Learning Representations,False,True
ryen_CEFwr,2001.09518,2020,5,35,IEEE Transactions on Pattern Analysis and Machine Intelligence,True,True
ryedqa4FwS,1909.01051,2020,19,29,Machine-mediated learning,True,True
ryebG04YvB,1905.08232,2020,14,130,International Conference on Learning Representations,False,True
ryeK6nNFDr,2005.05552,2020,1,10,Machine Intelligence Research,True,True
ryeFY0EFwS,2002.10657,2020,21,63,International Conference on Learning Representations,False,True
rye5YaEtPr,1905.02957,2020,2,,,,False
rkxuWaVYDB,1907.13548,2020,18,48,arXiv.org,False,True
rkxtNaNKwr,1906.07315,2020,26,71,International Conference on Machine Learning,False,True
rkxs0yHFPH,1906.00851,2020,13,35,International Conference on Learning Representations,False,True
rkxNh1Stvr,1906.00588,2020,13,60,International Conference on Learning Representations,False,True
rkxDoJBYPB,1905.02494,2020,25,71,International Conference on Learning Representations,False,True
rkx3-04FwB,1909.11793,2020,8,22,arXiv.org,False,True
rklp93EtwH,2001.00745,2020,22,103,International Conference on Learning Representations,False,True
rkllGyBFPH,1910.01619,2020,14,130,International Conference on Learning Representations,False,True
rklklCVYvB,1907.05321,2020,51,496,arXiv.org,False,True
rklk_ySYPB,1905.11213,2020,3,80,International Conference on Learning Representations,False,True
rklbKA4YDS,1906.02226,2020,15,357,International Conference on Learning Representations,False,True
rklTmyBKPH,2001.02525,2020,15,36,International Conference on Learning Representations,False,True
rklFh34Kwr,1908.03491,2020,16,38,arXiv.org,False,True
rklEj2EFvB,2002.06043,2020,16,61,International Conference on Learning Representations,False,True
rkl8dlHYvB,2002.06478,2020,18,44,International Conference on Learning Representations,False,True
rkl03ySYDH,2001.02407,2020,50,280,International Conference on Learning Representations,False,True
rkgz2aEKDr,1908.03265,2020,608,2266,International Conference on Learning Representations,False,True
rkgt0REKwS,1905.10045,2020,83,194,International Conference on Learning Representations,False,True
rkgqN1SYvr,2001.05992,2020,34,139,International Conference on Learning Representations,False,True
rkgU1gHtvr,1910.04849,2020,2,5,International Conference on Learning Representations,False,True
rkgOlCVYvB,1910.01671,2020,5,44,International Conference on Learning Representations,False,True
rkgO66VKDS,1902.08153,2020,296,1086,International Conference on Learning Representations,False,True
rkgIW1HKPB,1912.12186,2020,66,93,International Joint Conference on Artificial Intelligence,True,True
rkgAGAVKPr,1903.03096,2020,73,701,International Conference on Learning Representations,False,True
rkg6sJHYDr,1908.06663,2020,15,30,International Conference on Learning Representations,False,True
rkg-mA4FDr,2002.03932,2020,101,326,International Conference on Learning Representations,False,True
rkg-TJBFPB,2002.12292,2020,34,207,International Conference on Learning Representations,False,True
rkezdaEtvH,1902.06865,2020,55,123,arXiv.org,False,True
rkevSgrtPr,2002.06505,2020,9,19,International Conference on Learning Representations,False,True
rkeuAhVKvB,1909.11334,2020,11,62,International Conference on Learning Representations,False,True
rkenmREFDr,1901.08544,2020,27,12,arXiv.org,False,True
rkecl1rtwB,1909.12223,2020,158,608,International Conference on Learning Representations,False,True
rkecJ6VFvr,1909.00668,2020,0,11,International Conference on Learning Representations,False,True
rkeYL1SFvH,1907.05791,2020,146,443,Conference of the European Chapter of the Association for Computational Linguistics,True,True
rkeNr6EKwB,1910.1354,2020,33,,,,False
rkeNfp4tPr,2106.02985,2020,7,26,International Conference on Learning Representations,False,True
rkeJRhNYDH,1909.02164,2020,182,696,International Conference on Learning Representations,False,True
rke7geHtwH,2002.08396,2020,55,303,International Conference on Learning Representations,False,True
rke3TJrtPS,2010.03152,2020,81,322,International Conference on Learning Representations,False,True
rke2P1BFwS,2004.04926,2020,123,359,International Conference on Learning Representations,False,True
rke-f6NKvS,1907.05634,2020,4,14,International Conference on Learning Representations,False,True
rJxok1BYPr,1912.10156,2020,10,6,arXiv.org,False,True
rJxe3xSYDS,2002.06298,2020,7,25,International Conference on Learning Representations,False,True
rJxcBpNKPr,2006.13772,2020,10,13,IEEE International Joint Conference on Neural Network,True,True
rJxWxxSYvB,1910.01689,2020,11,27,International Conference on Learning Representations,False,True
rJxGLlBtwH,2002.01093,2020,30,,,,False
rJxBa1HFvS,2002.08329,2020,5,12,Neural Information Processing Systems,False,True
rJxAo2VYwr,2004.12519,2020,20,101,International Conference on Learning Representations,False,True
rJx4p3NYDB,1810.04433,2020,2,15,International Conference on Learning Representations,False,True
rJx1Na4Fwr,2001.02378,2020,66,202,International Conference on Learning Representations,False,True
rJx0Q6EFPB,1909.10351,2020,1631,2425,Findings,True,True
rJlnOhVYPS,2001.01526,2020,394,662,International Conference on Learning Representations,False,True
rJljdh4KDH,2003.00824,2020,15,175,International Conference on Learning Representations,False,True
rJlUt0EYwS,1911.01352,2020,17,41,,False,True
rJlNKCNtPB,1910.09131,2020,14,52,Neural Information Processing Systems,False,True
rJl31TNYPr,1905.11026,2020,56,40,arXiv.org,False,True
rJgzzJHtDB,2002.10025,2020,35,89,International Conference on Learning Representations,False,True
rJgqMRVYvr,1909.0583,2020,21,,,,False
rJgVwTVtvS,1911.11363,2020,28,,,,False
rJgUfTEYvH,1903.01434,2020,34,143,International Conference on Learning Representations,False,True
rJgRMkrtDr,1906.05743,2020,230,137,arXiv.org,False,True
rJgQkT4twH,1912.09857,2020,0,5,International Conference on Learning Representations,False,True
rJgD2ySFDr,2003.13367,2020,1,1,arXiv.org,False,True
rJg46kHYwH,1905.02463,2020,10,7,arXiv.org,False,True
rJg3zxBYwH,1912.00042,2020,55,270,arXiv.org,False,True
rJeqeCEtvH,1910.01709,2020,15,48,International Conference on Learning Representations,False,True
rJel41BtDH,1908.02983,2020,768,1098,IEEE International Joint Conference on Neural Network,True,True
rJehNT4YPr,2002.10648,2020,9,21,International Conference on Learning Representations,False,True
rJecbgHtDH,2001.01394,2020,12,68,Neural Information Processing Systems,False,True
rJebgkSFDB,2006.06707,2020,12,38,International Conference on Machine Learning,False,True
rJeXS04FPH,1911.12385,2020,13,29,International Conference on Learning Representations,False,True
rJeW1yHYwH,2002.07962,2020,32,983,International Conference on Learning Representations,False,True
rJeU_1SFvr,1912.00953,2020,55,92,arXiv.org,False,True
rJeQoCNYDS,1910.07719,2020,21,40,International Conference on Learning Representations,False,True
rJeINp4KwH,2001.02907,2020,6,41,International Conference on Learning Representations,False,True
rJe4_xSFDB,2004.08688,2020,28,157,International Conference on Learning Representations,False,True
r1xZAkrFPr,1912.02757,2020,351,768,arXiv.org,False,True
r1xGP6VYwH,2002.12174,2020,13,50,International Conference on Learning Representations,False,True
r1xCMyBtPS,2002.03518,2020,152,211,International Conference on Learning Representations,False,True
r1x0lxrFPS,2002.06517,2020,31,53,International Conference on Learning Representations,False,True
r1ltgp4FwS,1811.09393,2020,179,70,arXiv.org,False,True
r1lnxTEYPS,1906.02994,2020,58,85,arXiv.org,False,True
r1lfF2NYvH,1908.01,2020,147,,,,False
r1lZgyBYwS,1912.09953,2020,9,61,International Conference on Learning Representations,False,True
r1lUl6NFDH,1910.08237,2020,7,29,International Conference on Artificial Intelligence and Statistics,False,True
r1lPleBFvH,1906.01171,2020,13,65,International Conference on Learning Representations,False,True
r1lOgyrKDS,1912.13151,2020,3,4,International Conference on Learning Representations,False,True
r1lL4a4tDB,1912.10703,2020,20,81,International Conference on Learning Representations,False,True
r1lF_CEYwS,1909.03334,2020,6,16,International Conference on Learning Representations,False,True
r1l1myStwr,1912.08866,2020,9,84,Neural Information Processing Systems,False,True
r1l-VeSKwS,1906.07927,2020,22,204,European Conference on Computer Vision,True,True
r1gzoaNtvr,1904.09067,2020,36,52,arXiv.org,False,True
r1gixp4FPH,1810.13395,2020,17,19,arXiv.org,False,True
r1geR1BKPr,2007.09081,2020,4,21,Neural Information Processing Systems,False,True
r1gdj2EKPB,1902.09432,2020,19,210,International Conference on Learning Representations,False,True
r1gRTCVFvB,1910.09217,2020,219,1561,International Conference on Learning Representations,False,True
r1gPoCEKvH,1904.0042,2020,692,,,,False
r1gIdySFPH,1903.03698,2020,66,312,International Conference on Machine Learning,False,True
r1gIa0NtDH,1906.01083,2020,111,142,arXiv.org,False,True
r1gBOxSFwr,1909.12486,2020,45,74,arXiv.org,False,True
r1g87C4KwB,2002.09572,2020,33,203,International Conference on Learning Representations,False,True
r1g6ogrtDr,1911.07849,2020,17,25,International Conference on Learning Representations,False,True
r1evOhEKvH,2001.06137,2020,18,32,International Conference on Learning Representations,False,True
r1eiu2VtwH,1909.06312,2020,62,430,International Conference on Learning Representations,False,True
r1ecqn4YwB,1905.10437,2020,160,1673,International Conference on Learning Representations,False,True
r1eVX0EFvH,1903.10484,2020,19,48,arXiv.org,False,True
r1e9GCNKvH,1912.0012,2020,14,,,,False
SyxrxR4KPS,1911.09451,2020,10,80,International Conference on Learning Representations,False,True
SyxV9ANFDH,1911.09879,2020,7,98,International Conference on Learning Representations,False,True
SyxL2TNtvr,1905.12614,2020,27,89,International Conference on Learning Representations,False,True
Syx7A3NFvH,2004.01339,2020,62,144,International Conference on Learning Representations,False,True
Syx4wnEtvH,1904.00962,2020,164,1221,International Conference on Learning Representations,False,True
Syx1DkSYwB,2001.09623,2020,3,25,International Conference on Learning Representations,False,True
SylzhkBtDB,2005.00944,2020,47,188,International Conference on Learning Representations,False,True
SylpBgrKPH,2002.10837,2020,6,14,arXiv.org,False,True
SyljQyBFDH,1910.0272,2020,22,,,,False
Sylgsn4Fvr,1901.084,2020,5,,,,False
SylVJTNKDr,1905.13687,2020,4,3,arXiv.org,False,True
SylUiREKvB,2002.10501,2020,3,3,arXiv.org,False,True
SylR6n4tPS,1906.00283,2020,5,10,arXiv.org,False,True
SylR-CEKDS,1907.09899,2020,11,11,Annual Meeting of the Cognitive Science Society,False,True
SylOlp4FvH,1909.12238,2020,39,141,International Conference on Learning Representations,False,True
SylO2yStDr,1909.11556,2020,273,726,International Conference on Learning Representations,False,True
SylGpT4FPS,1906.02027,2020,41,75,arXiv.org,False,True
Syl5o2EFPB,2003.10925,2020,1,3,arXiv.org,False,True
SygpC6Ntvr,2004.05665,2020,7,92,International Conference on Learning Representations,False,True
SygfNCEYDH,1907.03179,2020,9,13,arXiv.org,False,True
SygcCnNKwr,1912.09713,2020,55,420,International Conference on Learning Representations,False,True
SygagpEKwB,1905.01258,2020,52,128,arXiv.org,False,True
SygXPaEYvH,1908.0853,2020,784,,,,False
SygWvAVFPr,1912.04971,2020,51,134,International Conference on Learning Representations,False,True
SygKyeHKDH,1909.01387,2020,41,97,International Conference on Learning Representations,False,True
Syg6jTNtDH,2001.00003,2020,26,28,Findings,True,True
SyevYxHtDB,1906.10908,2020,65,199,International Conference on Learning Representations,False,True
SyevDaVYwr,2001.03772,2020,36,131,International Conference on Machine Learning,False,True
Syee1pVtDS,1912.09705,2020,71,83,IEEE Transactions on Automatic Control,True,True
Sye_OgHFwH,1904.06347,2020,72,180,International Conference on Learning Representations,False,True
SyeD0RVtvS,1912.09697,2020,100,134,European Conference on Computer Vision,True,True
Sye57xStvB,2002.06038,2020,80,360,International Conference on Learning Representations,False,True
Sye0XkBKvS,1906.07038,2020,23,58,International Conference on Learning Representations,False,True
SkxxtgHKPS,1902.00621,2020,24,95,International Conference on Learning Representations,False,True
Skxw-REFwS,1904.02021,2020,7,41,International Joint Conference on Artificial Intelligence,True,True
Skxuk1rFwB,1906.06316,2020,39,393,International Conference on Learning Representations,False,True
SkxpxJBKwS,1909.07528,2020,337,767,International Conference on Learning Representations,False,True
Skxd6gSYDS,1906.02398,2020,30,88,International Conference on Learning Representations,False,True
SkxaueHFPB,1910.05852,2020,15,35,International Conference on Machine Learning,False,True
SkxW23NtPH,1910.01578,2020,25,44,arXiv.org,False,True
SkxSv6VFvS,1910.0294,2020,35,,,,False
SkxLFaNKwB,1912.11234,2020,30,36,International Conference on Learning Representations,False,True
SkxJ8REYPH,1910.00643,2020,68,224,International Conference on Learning Representations,False,True
SkxBUpEKwH,1904.08379,2020,10,42,International Conference on Learning Representations,False,True
Skx82ySYPH,1912.10615,2020,4,41,International Conference on Learning Representations,False,True
SkloDJSFPH,1910.06705,2020,0,0,arXiv.org,False,True
Skln2A4YDB,2005.08068,2020,40,96,International Conference on Learning Representations,False,True
SklkDkSFPB,1906.04113,2020,13,48,International Conference on Learning Representations,False,True
Sklgs0NFvr,1909.12434,2020,232,660,International Conference on Learning Representations,False,True
Sklf1yrYDr,2002.06715,2020,91,584,International Conference on Learning Representations,False,True
SklTQCNtvS,1909.10773,2020,29,262,International Conference on Learning Representations,False,True
SklSQgHFDS,1903.074,2020,19,,,,False
SklOUpEYvB,1909.12555,2020,3,15,International Conference on Learning Representations,False,True
SklM1xStPB,2006.04771,2020,21,28,AAAI Conference on Artificial Intelligence,True,True
SklKcRNYDH,1902.0462,2020,0,,,,False
SklGryBtwr,1910.00571,2020,53,111,International Conference on Learning Representations,False,True
SklD9yrFPS,1912.02803,2020,59,261,International Conference on Learning Representations,False,True
Skl8EkSFDr,2007.01491,2020,4,9,arXiv.org,False,True
Skl3SkSKDr,1910.03131,2020,38,58,arXiv.org,False,True
Skgy464Kvr,1907.02957,2020,37,77,International Conference on Learning Representations,False,True
Skgxcn4YDS,1909.03329,2020,84,254,International Conference on Learning Representations,False,True
SkgscaNYPS,1910.02875,2020,6,39,International Conference on Learning Representations,False,True
SkgsACVKPH,2002.07376,2020,148,769,International Conference on Learning Representations,False,True
SkgpBJrtvS,1910.10699,2020,64,1369,International Conference on Learning Representations,False,True
Skgeip4FPr,1909.11522,2020,11,43,arXiv.org,False,True
SkgGjRVKDS,2001.06838,2020,29,42,International Conference on Learning Representations,False,True
SkgGCkrKvH,1907.09356,2020,31,272,International Conference on Learning Representations,False,True
SkgC6TNFvr,2002.06583,2020,24,128,International Conference on Learning Representations,False,True
Skg9aAEKwH,1910.07882,2020,2,23,IEEE Symposium on Artificial Life,True,True
SkeyppEFvS,1909.12,2020,34,,,,False
SkexNpNFwS,1908.11462,2020,6,50,IEEE Transactions on Neural Networks and Learning Systems,True,True
SkeuexBtDr,2004.06025,2020,23,94,International Conference on Learning Representations,False,True
Skep6TVYDB,1911.06317,2020,27,89,International Conference on Learning Representations,False,True
Skeh1krtvH,1912.01219,2020,36,133,International Conference on Machine Learning,False,True
SkeYUkStPr,1910.00547,2020,2,10,arXiv.org,False,True
SkeHuCVFDr,1904.09675,2020,2040,9030,International Conference on Learning Representations,False,True
SkeGvaEtPr,1905.13462,2020,7,57,Conference on Uncertainty in Artificial Intelligence,False,True
SkeFl1HKwr,2001.01072,2020,21,48,International Conference on Learning Representations,False,True
SkeAaJrKDS,1912.02807,2020,17,53,International Conference on Learning Representations,False,True
SJxrKgStDH,1910.02384,2020,29,154,International Conference on Learning Representations,False,True
SJxhNTNYwB,1911.0714,2020,50,,,,False
SJxbHkrKDH,2003.10423,2020,15,97,International Conference on Learning Representations,False,True
SJxZnR4YvB,1904.06309,2020,8,7,arXiv.org,False,True
SJxSOJStPr,2001.00689,2020,94,242,International Conference on Learning Representations,False,True
SJxIm0VtwH,1912.1194,2020,21,,,,False
SJx9ngStPH,2001.10422,2020,61,157,International Conference on Learning Representations,False,True
SJx1URNKwH,1910.04742,2020,13,30,International Conference on Learning Representations,False,True
SJx0q1rtvS,1911.07116,2020,69,201,International Conference on Learning Representations,False,True
SJlh8CEYDB,1910.02481,2020,10,86,International Conference on Learning Representations,False,True
SJleNCNtDH,2002.05189,2020,5,28,International Conference on Learning Representations,False,True
SJldu6EtDS,1904.03936,2020,7,29,IEEE Transactions on Pattern Analysis and Machine Intelligence,True,True
SJlbGJrtDB,2005.0687,2020,27,,,,False
SJlVY04FwH,1908.05699,2020,13,38,International Conference on Learning Representations,False,True
SJlRUkrFPS,1909.13203,2020,3,17,International Conference on Learning Representations,False,True
SJlM0JSFDr,1901.00137,2020,194,767,Conference on Learning for Dynamics & Control,False,True
SJlJSaEFwS,1912.12481,2020,12,16,arXiv.org,False,True
SJlHwkBYDH,1908.06281,2020,231,791,International Conference on Learning Representations,False,True
SJlDDnVKwS,1901.11271,2020,4,13,arXiv.org,False,True
SJl5Np4tPr,2001.08735,2020,116,477,International Conference on Learning Representations,False,True
SJl3CANKvB,1912.11194,2020,12,31,European Conference on Computer Vision,True,True
SJgwzCEKwH,2005.0006,2020,33,,,,False
SJgwNerKvB,1906.00695,2020,13,427,International Conference on Learning Representations,True,True
SJgdnAVKDH,1909.13788,2020,139,296,International Conference on Learning Representations,False,True
SJgaRA4FPH,1911.06679,2020,43,210,International Conference on Learning Representations,False,True
SJgVU0EKwS,2002.07136,2020,16,28,International Conference on Learning Representations,False,True
SJgVHkrYDH,1911.1047,2020,146,,,,False
SJgNkpVFPr,1909.06769,2020,4,22,International Conference on Machine Learning,False,True
SJgIPJBFvH,1912.02178,2020,153,739,International Conference on Learning Representations,False,True
SJgBQaVKwH,1906.03402,2020,43,48,arXiv.org,False,True
SJg7KhVKPH,1910.10073,2020,61,284,International Conference on Learning Representations,False,True
SJg5J6NtDr,1906.03352,2020,9,54,International Conference on Learning Representations,False,True
SJezGp4YPr,1905.12185,2020,6,20,International Conference on Learning Representations,False,True
SJexHkSFPS,2004.06089,2020,9,46,International Conference on Learning Representations,False,True
SJetQpEYvB,1906.07181,2020,1,32,International Conference on Learning Representations,False,True
SJem8lSFwB,2006.07253,2020,87,232,International Conference on Learning Representations,False,True
SJeYe0NtvH,1908.04319,2020,241,724,International Conference on Learning Representations,False,True
SJeX2aVFwH,2005.03853,2020,5,10,Journal of machine learning research,False,True
SJeQEp4YDH,1905.11475,2020,23,47,International Conference on Learning Representations,False,True
SJeNz04tDS,1905.11742,2020,55,181,International Conference on Learning Representations,False,True
SJeHwJSYvH,1910.02806,2020,100,339,International Conference on Machine Learning,False,True
S1xtORNFwH,1902.03264,2020,9,20,International Conference on Learning Representations,False,True
S1xitgHtvS,2001.00805,2020,12,56,International Conference on Learning Representations,False,True
S1xLuRVFvr,1909.12977,2020,29,42,IEEE Transactions on Image Processing,True,True
S1xKd24twB,1905.11108,2020,53,55,arXiv.org,False,True
S1xI_TEtwS,2012.08112,2020,17,18,AAAI Conference on Artificial Intelligence,True,True
S1xFl64tDr,1901.09546,2020,6,33,International Conference on Learning Representations,False,True
S1xCPJHtDB,1903.00374,2020,85,994,International Conference on Learning Representations,False,True
S1x2PCNKDB,1910.01077,2020,22,65,Conference on Robot Learning,False,True
S1x1IkHtPr,1909.11459,2020,10,128,International Conference on Machine Learning,False,True
S1lyyANYwr,2008.11811,2020,17,60,International Conference on Machine Learning,False,True
S1ly10EKDS,2001.01898,2020,18,46,International Conference on Learning Representations,False,True
S1lxKlSKPH,1910.12027,2020,47,308,International Conference on Learning Representations,False,True
S1lvn0NtwH,1906.10197,2020,9,14,arXiv.org,False,True
S1ltg1rFDS,2003.11126,2020,12,33,International Conference on Learning Representations,False,True
S1lSapVtwS,1909.11286,2020,3,19,International Conference on Learning Representations,False,True
S1lF8xHYwS,1909.11825,2020,169,253,arXiv.org,False,True
S1lEX04tPr,1809.05188,2020,22,87,International Conference on Learning Representations,False,True
S1lBTerYwH,1909.13154,2020,6,8,arXiv.org,False,True
S1l6ITVKPS,1905.10307,2020,25,73,International Conference on Machine Learning,False,True
S1l66nNFvB,1902.0102,2020,15,,,,False
S1gmrxHFvB,1912.02781,2020,566,1612,International Conference on Learning Representations,False,True
S1gfu3EtDr,2002.02286,2020,15,34,ECML/PKDD,True,True
S1g_S0VYvr,1912.11206,2020,16,64,arXiv.org,False,True
S1gTAp4FDB,1901.07714,2020,13,13,arXiv.org,False,True
S1gLBgBtDH,1912.12482,2020,6,13,arXiv.org,False,True
S1gFvANKDS,1909.11304,2020,45,127,International Conference on Learning Representations,False,True
S1g8K1BFwS,1912.1,2020,15,,,,False
S1g7tpEYDS,1903.12436,2020,107,300,International Conference on Learning Representations,False,True
S1exA2NtDB,1910.01215,2020,51,128,International Conference on Learning Representations,False,True
S1evHerYPr,1910.04098,2020,59,132,International Conference on Learning Representations,False,True
S1esMkHYPr,2001.09382,2020,208,553,International Conference on Learning Representations,False,True
S1eqj1SKvr,2004.12385,2020,21,27,arXiv.org,False,True
S1eYKlrYvr,2005.03086,2020,46,67,International Joint Conference on Artificial Intelligence,True,True
S1e4jkSKvB,1912.00528,2020,16,60,International Conference on Learning Representations,False,True
S1e4Q6EtDH,1901.10787,2020,50,76,arXiv.org,False,True
S1e2agrFvS,2002.05287,2020,344,1490,International Conference on Learning Representations,False,True
S1e0ZlHYDB,1911.00472,2020,0,11,Proceedings of the VLDB Endowment,True,True
HyxoX6EKvB,2007.02598,2020,2,3,Annual Meeting of the Association for Computational Linguistics,True,True
HyxnMyBKwB,2001.00102,2020,0,0,International Conference on Learning Representations,False,True
HyxjOyrKvr,1907.05642,2020,6,13,International Conference on Learning Representations,False,True
HyxjNyrtPr,1909.12573,2020,15,30,International Conference on Learning Representations,False,True
HyxLRTVKPH,1905.04753,2020,18,61,International Conference on Learning Representations,False,True
HyxJhCEFDS,1906.03787,2020,17,65,International Conference on Learning Representations,False,True
Hyx0slrFvH,1905.11452,2020,51,41,arXiv.org,False,True
Hyx-jyBFPr,1911.05371,2020,98,883,International Conference on Learning Representations,False,True
HylxE1HKwS,1908.09791,2020,98,1582,International Conference on Learning Representations,False,True
HylAoJSKvH,1905.13278,2020,7,22,International Conference on Learning Representations,False,True
Hyl9xxHYPr,1906.11796,2020,9,65,International Conference on Learning Representations,False,True
Hyl9ahVFwH,2002.07863,2020,2,18,International Conference on Machine Learning,False,True
Hyl7ygStwB,2002.06823,2020,208,,,,False
HygrdpVKvr,1912.12522,2020,110,181,International Conference on Learning Representations,False,True
HygrAR4tPS,1910.05446,2020,188,304,arXiv.org,False,True
HygnDhEtvr,1908.04942,2020,79,167,International Conference on Learning Representations,False,True
HygaikBKvS,1909.11583,2020,4,71,International Conference on Machine Learning,False,True
HygHtpVtPH,2003.13623,2020,1,3,arXiv.org,False,True
HygDF6NFPB,1912.09893,2020,118,527,International Conference on Learning Representations,False,True
Hyg96gBKPS,1909.12406,2020,68,152,International Conference on Learning Representations,False,True
Hyg-JC4FDr,1912.05032,2020,30,250,International Conference on Learning Representations,False,True
HyevIJStwH,2001.07384,2020,10,65,International Conference on Learning Representations,False,True
HyeqPJHYvH,2002.09219,2020,40,168,International Conference on Machine Learning,False,True
HyebplHYwB,1905.11141,2020,22,60,International Conference on Learning Representations,False,True
HyeaSkrYPH,2003.06693,2020,79,197,International Conference on Learning Representations,False,True
Hye_V0NKwr,1912.12179,2020,21,56,International Conference on Learning Representations,False,True
HyeSin4FPB,2001.07457,2020,44,230,International Conference on Learning Representations,False,True
HyeJf1HKvS,2001.09621,2020,56,231,International Conference on Learning Representations,False,True
HyeG9yHKPr,2002.02836,2020,16,36,arXiv.org,False,True
Hye4KeSYDr,2006.00442,2020,15,72,International Conference on Learning Representations,False,True
Hye1kTVFDS,2004.11935,2020,7,26,International Conference on Learning Representations,False,True
Hye1RJHKwB,1905.1266,2020,3,,,,False
Hkxvl0EtDH,2005.01095,2020,36,101,Neural Information Processing Systems,False,True
Hkxp3JHtPr,1911.04971,2020,4,23,arXiv.org,False,True
HkxYzANYDB,1910.01442,2020,70,641,International Conference on Learning Representations,False,True
HkxWXkStDB,1906.02611,2020,94,229,arXiv.org,False,True
HkxU2pNYPH,1910.08684,2020,48,102,arXiv.org,False,True
HkxTwkrKDB,1910.02421,2020,6,74,International Conference on Learning Representations,False,True
HkxJpnVtPr,1903.0154,2020,8,,,,False
HkxJHlrFvr,1912.02279,2020,15,60,International Conference on Machine Learning,False,True
