paper_id,year,decision,answer,p_accept,p_reject,p_unknown,lap,ud
HkGTwjCctm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkGGfhC5Y7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkGmDsR9YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkGzUjR5tQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HkMlGnC9KQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Hk4dFjR5K7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkNGYjR9FX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Hke-JhA9Y7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkGsHj05tQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HkMwHsCctm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkfPSh05K7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkG3e205K7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJzLdjR9FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HkfwpiA9KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Hk41X2AqtQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJxB5sRcFQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
Hkg4W2AcFm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJxfm2CqKm,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJxeWnCcF7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJxdAoCcYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJxqMhC5YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Hk4fpoA5Km,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJxXynC9t7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJxyAjRcFX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJlt7209Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJx9EhC9tQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJx7l309Fm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJxFrs09YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJxYwiC5tm,2019,Reject,rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
HJx38iC5KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJx4KjRqYQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJx54i05tX,2019,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJz6tiCqYm,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJxpDiC5tX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJlYzhR9tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJlLKjR9FQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJlY0jA5F7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJlfAo09KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJl1ujCct7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJxwDiActX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJlNpoA5YQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJl0jiRqtX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJlmhs05tm,2019,Reject,rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
HJlQfnCqKX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJlEUoR9Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJlWXhC5Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJgd1nAqFX,2019,Accept (Poster),accepted,0.999999,0.000000,0.000001,0.999999,0.999999
HJgZrsC5t7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJldzhA5tQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJguLo0cKQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJgyAoRqFQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJl2Ns0qKX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJfxbhR9KQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJxwAo09KQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJgODj05KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJlmHoR5tQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJgeEh09KQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJgVisRqtX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeu43ActQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJfSEnRqKQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJg3rjA5tQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJfQrs0qt7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJgOl3AqY7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJerDj05tQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJej6jR5Fm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJepJh0qKX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJglg2A9FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJej3s09Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJgXsjA5tQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJf9ZhC9FX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJgTHnActQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeRm3Aqt7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJex0o05F7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJePRoAct7,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJei-2RcK7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJePno0cYm,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJf7ts0cFm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeQToAqKQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJeQbnA5tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeRkh05Km,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeOMhA5K7,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJedho0qFX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJg6e2CcK7,2019,Reject,rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
HJMghjA9YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJe62s09tX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeABnCqKQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJe3TsR5K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJMRvsAcK7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJMCdsC5tX,2019,Reject,rejected,0.000000,0.999991,0.000009,0.999991,-0.999991
HJMjW3RqtX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJNJws0cF7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeB0sC9Fm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJflg30qKX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJMsiiRctX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJMHpjC9Ym,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJMXTsCqYQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJGkisCcKm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1zxjsCqKQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
HJMC_iA5tm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJG1Uo09Fm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJMXus0ct7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJGciiR5Y7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJeKCi0qYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJG0ojCcFm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJGtFoC5Fm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1ziPjC5Fm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJMCcjAcYX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1xk8jAqKQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1xipsA5K7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1xwNhCcYm,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1xQVn09FX,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1xpe2C5Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1xsSjC9Ym,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1xSNiRcF7,2019,Accept (Oral),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1xD9sR5Fm,2019,Accept (Poster),rejected,0.000000,1.000000,0.000000,1.000000,-1.000000
H1z-PsR5KX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1xEwsR9FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1z_Z2A5tX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJgkx2Aqt7,2019,Accept (Poster),unknown,0.000000,0.000000,0.000000,0.000000,0.000000
H1xEtoRqtQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
HJE6X305Fm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1x1noAqKX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1lPUiRcYQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1lJJnR5Ym,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1lJws05K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1lqZhRcFm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1xAH2RqK7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1ldNoC9tX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1lnJ2Rqt7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1lIzhC9FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1xQSjCqFQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJM4rsRqFX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1xmqiAqFm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1gsz30cKX,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1lo3sC9KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1goBoR9F7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1ltQ3R9KQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1l-SjA5t7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1gRM2A5YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1lGHsA9KX,2019,Reject,rejected,0.000000,1.000000,0.000000,1.000000,-0.999999
H1gTEj09FX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1x-x309tm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1xaJn05FQ,2019,Accept (Poster),rejected,0.000001,0.999999,0.000000,1.000000,-0.999999
H1x3SnAcYQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1glKiCqtm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1lADsCcFQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1lUOsA9Fm,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1gMCsAqY7,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1gL-2A9Ym,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1gZV30qKQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1gKYo09tX,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1l7bnR5Ym,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1faSn0qY7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1gh_sC9tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1gfOiAqYm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
HJGven05Y7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1g6osRcFQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1f7S3C9YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1g2NhC5KQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1eqviAqYX,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,0.999999
H1gR5iR5FX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1lFZnR5YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1gNHs05FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1lC8o0cKX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1fU8iAqKX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1edIiA9KQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1g4k309F7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1ecDoR5Y7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1ebTsActm,2019,Accept (Poster),rejected,0.000002,0.999996,0.000002,0.999998,-0.999994
H1eMBn09Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1g0Z3A9Fm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1emus0qF7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1gDgn0qY7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1eqjiCctX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1eadi0cFQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1e8wsCqYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1e572A5tQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1ewdiR5tQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1e6ij0cKQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1M7soActX,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
H1eH4n09KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1fF0iR9KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1MBuiAqtX,2019,Reject,accepted,0.999996,0.000000,0.000003,0.999997,0.999996
H1ersoRqtm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1e0-30qKm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1GaLiAcY7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1eSS3CcKX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1Gfx3Rqtm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1MW72AcK7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1gFuiA9KX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1MzKs05F7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1ERcs09KQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1MgjoR9tQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1fsUiRcKQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1eiZnAqKm,2019,Reject,accepted,1.000000,0.000000,0.000001,1.000000,1.000000
H1V4QhAqYQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byxr73R5FQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
Byxpfh0cFm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByxHb3R5tX,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ByxZdj09tX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByxLl309Ym,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ByxBFsRqYm,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ByxZX20qFQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByxkCj09Fm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByxGSsR9FQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByxF-nAqYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByxPYjC5KQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
H1GLm2R9Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByxkijC5FQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
H1fevoAcKX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Byxz4n09tQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byx7LjRcYm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByxAcjCqt7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Bylmkh05KX,2019,Accept (Poster),accepted,0.999999,0.000000,0.000000,1.000000,0.999999
Bylnx209YX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByxAOoR5K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BylkG20qYm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByloJ20qtm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByldlhAqYQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BylBfnRqFm,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BylIciRcYQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Byx1VnR9K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byx93sC9tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BylBns0qtX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByloIiCqYQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byl8BnRcYm,2019,Accept (Poster),rejected,0.000000,0.999999,0.000001,0.999999,-0.999999
BygrtoC9Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byldr3RqKX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bygh9j09KX,2019,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BygmRoA9YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BylBr3C9K7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BygqBiRcFQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByghKiC5YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BylctiCctX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BygIV2CcKm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BygRNn0qYX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BygGNnCqKQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BylRVjC9K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
BygANhA9tQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BygNqoR9tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byg5QhR5FQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByleB2CcKm,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BygANjA5FX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BylQV305YQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByezgnA5tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BygREjC9YQ,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
Byl_ciRcY7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byg3y3C9Km,2019,Accept (Oral),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByftGnR9KX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BygfghAcYX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByeZ5jC5YQ,2019,Accept (Oral),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ByfbnsA9Km,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByeMB3Act7,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
ByecAoAqK7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byf5-30qFX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Byg0DsCqYQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByMHvs0cFQ,2019,Accept (Poster),accepted,1.000000,0.000000,0.000000,1.000000,1.000000
BygMAiRqK7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByeSdsC9Km,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByeNFoRcK7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByfyHh05tQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bye9LiR9YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByfXe2C5tm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
Byey7n05FQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bye5SiAqKX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByeDojRcYQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByN7Yo05YX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByMVTsR5KQ,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByEtPiAcY7,2019,Reject,accepted,1.000000,0.000000,0.000000,1.000000,1.000000
Bye5OiR5F7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByePUo05K7,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByxmXnA9FQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
ByGuynAct7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkxkH30cFm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByGq7hRqKX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
By41BjA9YQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bkxbrn0cYX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkzeUiRcY7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,-0.000000
By40DoAqtX,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByME42AqK7,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
ByGUFsAqYm,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkxWJnC9tX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bkx0RjA9tX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BklpOo09tQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkltNhC9FX,2019,Accept (Poster),unknown,0.000000,0.000000,1.000000,0.000000,0.000000
Bkxdqj0cFQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
BkxgbhCqtQ,2019,Reject,unknown,0.000000,0.000000,1.000000,0.000000,0.000000
