paper_id,team_size,first_author_h_index,max_h_index,mean_h_index,top_institution_flag,industry_flag,us_team_flag
H1eiZnAqKm,3,3.0,33.0,13.0,0,0,0
H1emfT4twB,4,12.0,90.0,41.5,1,0,1
H1emus0qF7,4,30.0,112.0,65.0,1,1,1
H1enKkrFDB,3,8.0,89.0,39.0,1,0,0
H1eo9h4KPH,5,5.0,35.0,20.8,1,1,1
H1ep5TNKwr,2,6.0,6.0,5.0,0,0,0
H1eqQeHFDS,3,8.0,27.0,12.333333333333334,0,0,1
H1eqjiCctX,2,7.0,40.0,23.5,0,0,1
H1ersoRqtm,3,11.0,31.0,24.0,0,0,0
H1ervR4FwH,5,10.0,30.0,18.4,0,0,1
H1ewdiR5tQ,5,9.0,73.0,29.6,0,0,1
H1exf64KwH,2,11.0,37.0,24.0,1,1,1
H1ezFREtwH,6,14.0,36.0,17.666666666666668,1,0,1
H1f7S3C9YQ,5,25.0,168.0,59.8,0,0,1
H1fF0iR9KX,2,5.0,57.0,31.0,0,0,1
H1fU8iAqKX,10,39.0,66.0,33.2,1,0,1
H1fevoAcKX,5,7.0,71.0,21.4,0,0,0
H1g0Z3A9Fm,3,13.0,39.0,29.333333333333332,0,0,1
H1g0piA9tQ,3,64.0,64.0,28.666666666666668,0,0,0
H1g4M0EtPS,3,15.0,53.0,25.666666666666668,0,0,0
H1g4k309F7,6,9.0,22.0,16.333333333333332,0,0,1
H1g6osRcFQ,3,19.0,59.0,37.666666666666664,1,1,1
H1g79ySYvB,2,5.0,5.0,3.5,0,0,1
H1g8p1BYvS,7,33.0,76.0,35.285714285714285,1,0,1
H1gB4RVKvB,4,14.0,97.0,35.25,1,0,1
H1gBhkBFDH,1,21.0,21.0,21.0,1,0,0
H1gBsgBYwH,5,37.0,37.0,18.4,1,0,0
H1gCeyHFDS,8,13.0,46.0,22.5,1,0,1
H1gDNyrKDS,6,14.0,86.0,34.666666666666664,0,0,0
H1gDaa4YwS,2,6.0,29.0,17.5,0,0,0
H1gDgn0qY7,3,13.0,144.0,64.33333333333333,1,0,1
H1gEP6NFwr,5,4.0,45.0,22.6,1,0,0
H1gFuiA9KX,2,3.0,14.0,8.5,0,0,0
H1gKYo09tX,4,20.0,47.0,29.25,0,0,0
H1gL-2A9Ym,3,9.0,51.0,26.666666666666668,0,0,0
H1gMCsAqY7,5,38.0,142.0,58.75,0,0,0
H1gN6kSFwS,9,21.0,25.0,14.25,1,0,1
H1gNHs05FX,1,15.0,15.0,15.0,0,0,1
H1gR5iR5FX,4,7.0,101.0,45.0,1,1,1
H1gTEj09FX,4,17.0,106.0,46.5,1,0,1
H1gWyJBFDr,3,19.0,21.0,15.333333333333334,0,0,0
H1gZsJBYwH,2,8.0,29.0,18.5,0,0,0
H1gax6VtDB,3,24.0,86.0,40.333333333333336,0,0,0
H1gcw1HYPr,8,15.0,48.0,20.5,1,1,0
H1gdAC4KDB,7,6.0,73.0,33.42857142857143,1,0,1
H1gfFaEYDS,4,28.0,101.0,39.75,1,1,1
H1ggKyrYwB,3,22.0,74.0,38.0,0,0,0
H1gh_sC9tm,2,17.0,53.0,35.0,1,0,0
H1gmHaEKwB,5,4.0,28.0,15.6,1,0,1
H1gpET4YDB,6,22.0,60.0,33.333333333333336,0,0,1
H1gsz30cKX,3,15.0,38.0,29.333333333333332,1,0,1
H1guaREYPr,3,12.0,12.0,5.333333333333333,0,0,0
H1gx3kSKPS,3,15.0,77.0,37.333333333333336,0,0,1
H1gy1erYDH,8,1.0,16.0,5.25,0,0,0
H1gzR2VKDH,2,16.0,64.0,40.0,0,0,0
H1gz_nNYDS,2,38.0,142.0,90.0,0,0,0
H1gza2NtwH,6,7.0,41.0,19.333333333333332,1,0,1
H1kG7GZAW,3,62.0,62.0,32.666666666666664,0,0,1
H1l-SjA5t7,3,8.0,48.0,24.333333333333332,1,1,0
H1l2mxHKvr,3,3.0,39.0,16.0,0,0,0
H1l3s6NtvH,2,6.0,52.0,29.0,0,0,0
H1l7bnR5Ym,4,8.0,27.0,12.25,1,1,1
H1lBj2VFPS,5,13.0,31.0,17.8,0,0,1
H1lC8o0cKX,2,8.0,90.0,49.0,0,0,1
H1lDbaVYvH,6,20.0,112.0,40.0,1,1,1
H1lFsREYPS,5,5.0,36.0,12.4,0,0,1
H1lIzhC9FX,4,7.0,21.0,13.0,0,0,0
H1lJJnR5Ym,4,11.0,46.0,20.0,1,1,1
H1lJws05K7,3,7.0,66.0,33.666666666666664,1,1,1
H1lK5kBKvr,6,18.0,144.0,50.333333333333336,0,0,0
H1lK_lBtvS,2,4.0,18.0,11.0,0,0,0
H1lKd6NYPS,5,6.0,67.0,33.4,0,0,0
H1lNPxHKDH,4,14.0,55.0,36.25,1,1,1
H1lNb0NtPH,5,13.0,78.0,41.2,0,0,1
H1lOUeSFvB,4,7.0,33.0,13.25,0,0,1
H1lPUiRcYQ,3,22.0,27.0,22.0,0,0,0
H1lQIgrFDS,3,4.0,9.0,5.333333333333333,0,0,0
H1lQJ1HYwS,3,13.0,57.0,29.0,1,0,0
H1lS8oA5YQ,4,16.0,21.0,12.75,0,0,1
H1lTQ1rFvS,6,46.0,46.0,25.833333333333332,1,1,1
H1lTRJBtwB,10,16.0,56.0,24.8,1,1,1
H1lTUCVYvH,2,5.0,41.0,23.0,1,0,1
H1lUOsA9Fm,4,4.0,27.0,14.25,0,0,0
H1lWzpNKvr,5,3.0,10.0,3.6,0,0,1
H1lXCaVKvS,2,12.0,12.0,6.5,0,0,0
H1lZJpVFvr,5,9.0,73.0,35.8,1,0,1
H1l_0JBYwS,2,3.0,37.0,20.0,0,0,0
H1l_gA4KvH,7,13.0,36.0,20.0,1,0,1
H1lac2Vtwr,2,2.0,2.0,2.0,0,0,0
H1laeJrKDB,3,1.0,20.0,12.0,0,0,0
H1ldNoC9tX,3,7.0,73.0,50.0,0,0,0
H1ldzA4tPr,5,16.0,126.0,56.8,1,0,1
H1lefTEKDS,10,11.0,125.0,23.5,1,1,1
H1lhqpEYPr,4,6.0,44.0,26.5,0,0,1
H1livgrFvr,3,2.0,20.0,7.666666666666667,0,0,0
H1lj0nNFwB,3,3.0,50.0,23.0,0,0,0
H1lmhaVtvr,4,9.0,112.0,36.75,1,1,1
H1lmyRNFvr,4,20.0,117.0,53.5,1,0,1
H1lnJ2Rqt7,7,29.0,85.0,40.42857142857143,1,0,1
H1lo3sC9KX,5,3.0,13.0,6.4,0,0,0
H1loF2NFwr,5,14.0,60.0,27.2,0,0,0
H1lqZhRcFm,3,62.0,62.0,29.0,0,0,1
H1ls_eSKPH,4,2.0,24.0,10.75,0,0,0
H1ltQ3R9KQ,10,17.0,87.0,28.5,1,1,1
H1lug3R5FX,2,7.0,17.0,12.0,1,0,1
H1lxVyStPH,4,15.0,149.0,51.0,0,0,0
H1mCp-ZRZ,6,8.0,46.0,24.833333333333332,1,1,1
H1meywxRW,3,69.0,78.0,61.0,0,0,1
H1q-TM-AW,4,12.0,65.0,27.25,1,0,1
H1rRWl-Cb,6,19.0,56.0,28.333333333333332,1,1,1
H1sUHgb0Z,3,11.0,57.0,37.666666666666664,1,0,1
H1tSsb-AW,8,16.0,125.0,46.625,1,1,1
H1uP7ebAW,6,8.0,8.0,4.833333333333333,0,0,0
H1uR4GZRZ,7,4.0,57.0,24.285714285714285,1,1,1
H1vEXaxA-,4,19.0,94.0,56.25,1,0,1
H1wt9x-RW,3,13.0,125.0,60.0,1,1,1
H1x-3xSKDr,5,5.0,42.0,16.2,1,1,1
H1x-x309tm,4,21.0,58.0,33.75,0,0,1
H1x1noAqKX,4,8.0,19.0,11.0,0,0,0
H1x3SnAcYQ,6,1.0,52.0,25.5,1,0,0
H1x5wRVtvS,5,38.0,40.0,27.8,0,0,0
H1x9004YPr,7,4.0,33.0,13.0,0,0,0
H1xAH2RqK7,5,24.0,90.0,43.8,1,1,1
H1xEtoRqtQ,6,8.0,101.0,31.5,1,1,1
H1xEwsR9FX,2,8.0,82.0,45.0,1,0,0
H1xFWgrFPS,4,6.0,32.0,22.5,0,0,1
H1xJhJStPS,5,9.0,185.0,59.4,0,0,1
H1xKBCEYDr,4,9.0,53.0,20.75,0,0,0
H1xQVn09FX,6,29.0,64.0,28.833333333333332,1,0,1
H1xSNiRcF7,5,67.0,67.0,28.0,1,1,1
H1xTup4KPr,6,17.0,78.0,30.666666666666668,1,1,0
H1xmqiAqFm,2,7.0,26.0,16.5,0,0,0
H1xsSjC9Ym,7,26.0,101.0,34.714285714285715,1,1,1
H1xscnEKDr,3,15.0,38.0,21.333333333333332,0,0,1
H1z-PsR5KX,6,5.0,66.0,31.0,0,0,0
H1zeHnA9KX,6,5.0,99.0,27.5,1,1,1
H1zriGeCZ,3,47.0,47.0,34.666666666666664,0,0,1
HJ1HFlZAb,4,15.0,29.0,13.75,0,0,0
HJ3d2Ax0-,3,15.0,51.0,26.0,0,0,1
HJ4IhxZAb,4,5.0,67.0,25.75,0,0,0
HJ94fqApW,4,27.0,68.0,43.25,0,0,1
HJBhEMbRb,3,13.0,82.0,35.333333333333336,1,0,1
HJC2SzZCW,5,19.0,50.0,25.0,1,1,1
HJCXZQbAZ,2,17.0,41.0,29.0,1,0,1
HJDV5YxCW,3,5.0,62.0,36.0,1,1,1
HJG0ojCcFm,9,34.0,51.0,31.333333333333332,1,1,1
HJG7m2AcF7,4,5.0,45.0,21.75,0,0,0
HJGXzmspb,4,17.0,55.0,36.0,0,0,0
HJGcNz-0W,3,18.0,103.0,47.666666666666664,1,1,1
HJGkisCcKm,4,3.0,62.0,26.75,0,0,0
HJGtFoC5Fm,4,17.0,41.0,25.0,1,0,1
HJGv1Z-AW,4,31.0,46.0,33.0,1,1,1
HJGven05Y7,3,12.0,46.0,24.666666666666668,1,0,0
HJIoJWZCZ,4,25.0,75.0,42.75,0,0,1
HJJ0w--0W,4,30.0,57.0,36.75,0,0,1
HJJ23bW0b,3,26.0,32.0,23.0,0,0,0
HJMC_iA5tm,6,9.0,86.0,38.666666666666664,1,1,1
HJMCcjAcYX,3,15.0,35.0,26.0,0,0,0
HJMCdsC5tX,4,1.0,28.0,10.75,0,0,0
HJMHpjC9Ym,5,24.0,49.0,25.2,1,1,1
HJMRvsAcK7,6,13.0,13.0,9.0,0,0,1
HJMXus0ct7,5,28.0,39.0,21.0,1,0,1
HJMghjA9YX,3,3.0,25.0,9.666666666666666,0,0,0
HJMjW3RqtX,11,18.0,59.0,22.545454545454547,1,1,1
HJNJws0cF7,3,6.0,27.0,16.333333333333332,1,1,1
HJNMYceCW,3,61.0,63.0,44.333333333333336,0,0,1
HJOQ7MgAW,4,43.0,83.0,44.75,1,0,1
HJRV1ZZAW,5,21.0,76.0,32.6,1,0,1
HJSA_e1AW,4,58.0,58.0,37.25,0,0,0
HJUOHGWRb,3,20.0,97.0,43.333333333333336,0,0,1
HJWGdbbCW,11,45.0,59.0,29.727272727272727,1,1,1
HJWLfGWRb,3,138.0,138.0,55.0,1,1,1
HJXyS7bRb,4,33.0,121.0,57.25,0,0,0
HJZiRkZC-,2,27.0,119.0,73.0,0,0,1
HJ_X8GupW,1,2.0,2.0,2.0,0,0,0
HJ_aoCyRZ,6,18.0,73.0,32.833333333333336,0,0,1
HJaDJZ-0W,3,26.0,29.0,21.333333333333332,0,0,0
HJcSzz-CZ,8,24.0,115.0,40.5,1,1,1
HJcjQTJ0W,5,34.0,65.0,34.4,0,0,1
HJdXGy1RW,4,27.0,50.0,33.75,1,0,1
HJe-blSYvH,5,10.0,69.0,33.0,1,0,0
HJe-oRVtPB,5,17.0,76.0,40.0,1,0,1
HJe4Cp4KwH,1,31.0,31.0,31.0,0,0,0
HJe62s09tX,4,3.0,61.0,35.75,1,1,1
HJe6uANtwH,4,18.0,90.0,36.0,1,1,1
HJe7bxBYvr,2,7.0,19.0,13.0,1,0,1
HJe88xBKPr,4,8.0,18.0,14.0,0,0,1
HJe9cR4KvB,6,4.0,54.0,27.0,1,0,1
HJeABnCqKQ,4,13.0,84.0,43.5,1,1,0
HJeB0sC9Fm,3,8.0,45.0,21.666666666666668,0,0,0
HJeEP04KDH,6,13.0,43.0,18.833333333333332,1,1,1
HJeKCi0qYX,3,10.0,65.0,27.333333333333332,0,0,1
HJeO7RNKPr,2,14.0,54.0,34.0,1,0,1
HJeOekHKwr,3,6.0,44.0,23.0,0,0,0
HJePno0cYm,7,31.0,121.0,62.57142857142857,1,0,1
HJePy3RcF7,4,40.0,67.0,37.5,0,0,1
HJeQbnA5tm,4,6.0,35.0,13.25,0,0,0
HJeRkh05Km,5,24.0,72.0,44.6,0,0,1
HJeRm3Aqt7,3,11.0,52.0,35.333333333333336,0,0,0
HJeRveHKDH,3,15.0,42.0,25.333333333333332,1,1,1
HJeT3yrtDr,4,4.0,86.0,33.25,0,0,1
HJeTo2VFwH,4,17.0,101.0,55.0,1,0,1
HJeVnCEKwH,5,8.0,45.0,23.0,0,0,0
HJeYSxHFDS,3,5.0,28.0,17.0,0,0,1
HJe_Z04Yvr,2,14.0,22.0,18.0,0,0,0
HJe_yR4Fwr,2,17.0,38.0,27.5,1,0,1
HJeg46EKPr,7,9.0,138.0,30.571428571428573,0,0,0
HJehSnCcFX,3,15.0,51.0,25.333333333333332,0,0,1
HJeiDpVFPr,4,9.0,37.0,15.0,0,0,0
HJekvT4twr,2,8.0,8.0,4.5,0,0,0
HJel76NYPS,4,25.0,68.0,39.5,0,0,0
HJem3yHKwH,3,8.0,70.0,38.333333333333336,0,0,1
HJemQJBKDr,4,21.0,67.0,31.0,0,0,1
HJenn6VFvB,6,12.0,40.0,16.166666666666668,1,1,1
HJepXaVYDr,4,12.0,35.0,21.75,0,0,0
HJeqhA4YDS,2,27.0,27.0,27.0,0,0,1
HJeu43ActQ,3,11.0,31.0,18.666666666666668,0,0,0
HJeuOiRqKQ,4,10.0,28.0,20.75,1,1,1
HJew70NYvH,5,22.0,24.0,17.4,1,1,1
HJewiCVFPB,6,25.0,112.0,45.833333333333336,0,0,0
HJewxlHFwH,6,25.0,49.0,20.0,0,0,1
HJex0o05F7,5,18.0,33.0,17.2,0,0,0
HJezF3VYPB,4,17.0,75.0,34.25,0,0,1
HJf9ZhC9FX,2,11.0,72.0,41.5,1,0,1
HJfSEnRqKQ,4,15.0,79.0,49.0,1,0,1
HJflg30qKX,2,20.0,20.0,19.5,0,0,0
HJfwJ2A5KX,5,11.0,122.0,39.6,0,0,0
HJfxbhR9KQ,2,7.0,25.0,16.0,0,0,1
HJg1NTGZRZ,4,13.0,42.0,19.5,0,0,1
HJg2b0VYDr,8,17.0,137.0,47.0,1,0,1
HJg3HyStwB,6,11.0,45.0,17.833333333333332,0,0,1
HJg4qxSKPB,4,8.0,99.0,31.75,0,0,1
HJg6VREFDH,3,14.0,21.0,13.0,0,0,0
HJg6e2CcK7,3,15.0,44.0,28.666666666666668,0,0,0
HJgBA2VYwH,3,39.0,39.0,34.0,1,0,0
HJgC60EtwB,10,22.0,48.0,22.9,1,1,1
HJgCF0VFwr,5,11.0,100.0,32.6,0,0,1
HJgCcCNtwH,2,9.0,18.0,13.5,0,0,1
HJgEMpVFwB,6,9.0,112.0,37.666666666666664,1,0,1
HJgExaVtwr,3,19.0,86.0,61.0,0,0,0
HJgFW6EKvH,3,13.0,29.0,18.0,0,0,1
HJgJS30qtm,4,5.0,30.0,15.5,0,0,0
HJgJtT4tvB,4,22.0,111.0,40.0,0,0,0
HJgK0h4Ywr,2,,35.0,35.0,0,0,0
HJgKYlSKvr,3,13.0,45.0,20.666666666666668,1,1,0
HJgLLyrYwB,2,6.0,46.0,26.0,1,1,1
HJgLZR4KvH,5,14.0,112.0,40.8,0,0,1
HJgOl3AqY7,3,6.0,22.0,11.333333333333334,0,0,0
HJgRCyHFDr,4,14.0,45.0,26.25,1,0,1
HJgS7p4FPH,3,4.0,56.0,27.0,1,1,1
HJgSwyBKvr,5,12.0,65.0,39.0,1,0,1
HJgVisRqtX,3,27.0,27.0,16.0,1,1,1
HJgXsjA5tQ,3,17.0,56.0,26.666666666666668,0,0,0
HJg_ECEKDr,5,15.0,60.0,34.2,1,0,1
HJgcvJBFvB,4,25.0,84.0,40.25,0,0,0
HJgcw0Etwr,1,35.0,35.0,35.0,0,0,0
HJgd1nAqFX,3,3.0,37.0,18.333333333333332,0,0,0
HJgdo6VFPH,3,5.0,20.0,10.333333333333334,1,1,1
HJgepaNtDS,2,5.0,51.0,28.0,0,0,1
HJgfDREKDB,4,20.0,41.0,25.75,1,0,1
HJgpugrKPS,3,6.0,54.0,20.666666666666668,0,0,0
HJguLo0cKQ,6,34.0,101.0,36.0,1,1,1
HJgzt2VKPB,2,26.0,79.0,52.5,0,0,1
HJhIM0xAW,5,13.0,61.0,37.8,1,1,1
HJjvxl-Cb,4,14.0,125.0,65.75,1,1,1
HJl0jiRqtX,6,17.0,49.0,25.166666666666668,1,1,0
HJl8AaVFwB,4,15.0,89.0,33.0,0,0,0
HJl8SgHtwr,3,1.0,34.0,17.333333333333332,0,0,0
HJl8_eHYvS,5,9.0,52.0,27.6,1,1,0
HJlA0C4tPS,4,26.0,65.0,38.25,1,0,1
HJlLKjR9FQ,4,95.0,95.0,42.75,0,0,1
HJlMkTNYvH,2,10.0,22.0,16.0,0,0,0
HJlNpoA5YQ,3,19.0,35.0,28.0,1,1,1
HJlPC6NKDH,4,1.0,10.0,5.0,0,0,0
HJlP_pEFPH,4,2.0,17.0,7.25,0,0,0
HJlQ96EtPr,6,36.0,36.0,11.5,0,0,0
HJlQfnCqKX,4,12.0,82.0,38.25,1,1,1
HJlRFlHFPS,4,15.0,58.0,33.75,1,0,1
HJlSmC4FPS,4,10.0,84.0,29.75,0,0,1
HJlU-AVtvS,2,21.0,21.0,20.0,1,1,1
HJlWIANtPH,3,13.0,75.0,43.333333333333336,0,0,0
HJlWWJSFDH,7,25.0,137.0,63.57142857142857,1,0,1
HJlXC3EtwB,3,35.0,36.0,35.333333333333336,0,0,1
HJlY_6VKDr,5,9.0,53.0,28.4,1,1,1
HJlfAo09KX,3,5.0,36.0,25.0,0,0,1
HJlfuTEtvB,5,5.0,39.0,22.4,0,0,1
HJli2hNKDH,5,13.0,35.0,19.8,1,1,1
HJlk-eHFwH,5,9.0,22.0,10.6,0,0,1
HJlmHoR5tQ,3,14.0,36.0,27.333333333333332,0,0,1
HJlmhs05tm,4,8.0,185.0,74.0,1,0,1
HJlnC1rKPB,3,8.0,45.0,24.666666666666668,0,0,1
HJloElBYvB,2,14.0,17.0,15.5,0,0,0
HJluEeHKwH,2,26.0,26.0,23.5,0,0,0
HJlxIJBFDr,3,43.0,52.0,33.0,0,0,1
HJlyLgrFvB,2,8.0,35.0,21.5,0,0,0
HJlzxgBtwH,2,14.0,56.0,35.0,0,0,0
HJnQJXbC-,7,22.0,38.0,19.857142857142858,1,1,1
HJoYD6gC-,8,39.0,54.0,27.0,0,0,1
HJsjkMb0Z,3,17.0,17.0,14.0,0,1,1
HJtEm4p6Z,8,26.0,36.0,20.625,0,0,1
HJvvRoe0W,5,9.0,29.0,17.8,1,0,0
HJx-3grYDB,4,9.0,39.0,20.0,0,0,1
HJx-akSKPS,6,20.0,50.0,27.5,0,0,0
HJx38iC5KX,3,7.0,16.0,11.0,0,0,0
HJx4KjRqYQ,3,8.0,99.0,48.666666666666664,1,0,0
HJx4PAEYDH,4,39.0,70.0,43.5,0,0,1
HJx7l309Fm,2,11.0,63.0,37.0,0,0,0
HJx7uJStPH,4,18.0,69.0,32.0,0,0,0
HJx81ySKwr,4,5.0,7.0,5.25,0,0,0
HJx8HANFDH,2,5.0,20.0,12.5,0,0,0
HJx9EhC9tQ,6,16.0,115.0,79.0,1,0,1
HJxB5sRcFQ,5,24.0,65.0,36.25,0,0,1
HJxDugSFDB,4,13.0,125.0,65.5,1,0,1
HJxEhREKDH,3,25.0,52.0,38.666666666666664,1,1,1
HJxJ2h4tPr,10,5.0,185.0,29.5,1,0,1
HJxJdp4YvS,4,7.0,89.0,30.5,1,0,1
HJxK5pEYvr,4,10.0,50.0,30.0,0,0,1
HJxKhyStPH,5,15.0,53.0,20.8,0,0,0
HJxMYANtPH,2,12.0,37.0,24.5,0,0,1
HJxNAnVtDS,5,67.0,67.0,25.6,1,0,1
HJxV-ANKDH,3,21.0,48.0,35.666666666666664,0,0,1
HJxVC1SYwr,4,9.0,17.0,8.0,0,0,0
HJxWl0NKPB,3,44.0,44.0,31.333333333333332,0,0,0
HJxcP2EFDS,1,2.0,2.0,2.0,0,0,0
HJxdAoCcYX,6,30.0,53.0,31.0,0,0,1
HJxdTxHYvB,3,7.0,46.0,22.333333333333332,0,1,1
HJxfm2CqKm,3,11.0,98.0,47.333333333333336,0,0,0
HJxhUpVKDr,4,12.0,167.0,52.5,1,1,0
HJxhWa4KDr,4,20.0,26.0,17.75,0,0,0
HJxiMAVtPH,3,17.0,25.0,17.333333333333332,0,0,0
HJxnM1rFvr,5,4.0,91.0,47.2,1,1,1
HJxp9kBFDS,3,4.0,17.0,10.0,0,0,0
HJxpDiC5tX,16,12.0,59.0,17.533333333333335,1,1,1
HJxrVA4FDS,4,26.0,97.0,35.25,1,0,1
HJxwvCEFvH,2,2.0,185.0,93.5,0,0,0
HJxyAjRcFX,3,15.0,45.0,22.0,0,0,0
HJxyZkBKDr,2,32.0,139.0,85.5,0,0,0
HJz05o0qK7,1,37.0,37.0,37.0,0,0,0
HJz6tiCqYm,1,41.0,41.0,41.0,0,0,1
HJzLdjR9FX,3,36.0,36.0,15.333333333333334,0,0,0
HJzgZ3JCW,4,13.0,94.0,44.5,1,0,1
Hk-FlMbAZ,4,20.0,70.0,28.5,0,0,1
Hk0wHx-RW,4,6.0,46.0,15.5,0,0,0
Hk2MHt-3-,3,6.0,18.0,9.333333333333334,0,0,0
Hk2aImxAb,6,62.0,76.0,39.0,1,0,1
Hk3ddfWRW,7,26.0,26.0,10.714285714285714,0,0,0
Hk41X2AqtQ,6,30.0,88.0,51.5,1,0,1
Hk4dFjR5K7,3,9.0,10.0,7.0,1,0,0
Hk4fpoA5Km,5,25.0,112.0,37.6,0,0,0
Hk5elxbRW,3,8.0,164.0,68.33333333333333,1,0,0
Hk6WhagRW,6,14.0,46.0,31.5,1,1,1
Hk6kPgZA-,4,13.0,53.0,24.75,1,0,1
Hk91SGWR-,5,13.0,101.0,54.8,1,0,1
Hk99zCeAb,4,38.0,44.0,40.75,1,1,0
Hk9Xc_lR-,5,36.0,71.0,38.6,1,1,1
HkAClQgA-,3,7.0,78.0,51.333333333333336,0,0,1
HkCsm6lRb,4,15.0,56.0,31.25,0,0,1
HkCvZXbC-,2,4.0,30.0,17.0,0,0,1
HkElFj0qYQ,4,5.0,22.0,8.0,0,0,1
HkG3e205K7,4,35.0,35.0,23.25,1,0,0
HkGGfhC5Y7,4,15.0,28.0,19.75,1,1,1
HkGJUXb0-,3,44.0,108.0,74.0,0,0,0
HkGSniC9FQ,2,9.0,26.0,17.5,0,0,0
HkGTwjCctm,4,4.0,17.0,9.25,0,0,1
HkGcX--0-,2,19.0,52.0,35.5,0,0,0
HkGmDsR9YQ,3,2.0,48.0,22.333333333333332,0,0,0
HkGzUjR5tQ,6,53.0,53.0,35.833333333333336,0,0,1
HkJ1rgbCb,4,18.0,92.0,64.0,1,0,1
HkL7n1-0b,4,13.0,140.0,61.5,1,1,1
HkM3vjCcF7,3,12.0,17.0,10.333333333333334,0,0,0
HkMCybx0-,5,2.0,8.0,3.0,0,0,0
HkMhoDITb,6,5.0,9.0,6.5,0,0,0
HkMvEOlAb,2,8.0,19.0,13.5,0,0,1
HkMwHsCctm,3,40.0,40.0,28.333333333333332,0,0,0
HkNDsiC9KQ,4,17.0,50.0,27.0,0,0,1
HkNGYjR9FX,5,12.0,47.0,18.0,1,0,1
HkNGsseC-,2,12.0,51.0,31.5,0,0,1
HkPCrEZ0Z,7,16.0,185.0,52.714285714285715,0,0,0
HkTEFfZRb,3,5.0,42.0,22.333333333333332,0,0,1
HkUR_y-RZ,4,11.0,32.0,20.25,0,0,0
HkXWCMbRW,6,5.0,167.0,53.333333333333336,1,0,0
HkZy-bW0-,3,37.0,86.0,53.333333333333336,0,0,0
HkbJTYyAb,3,36.0,63.0,45.333333333333336,0,0,0
Hkbd5xZRb,4,28.0,86.0,35.5,0,0,0
HkbmWqxCZ,5,9.0,86.0,40.8,1,1,0
Hkc-TeZ0W,6,24.0,121.0,38.833333333333336,1,0,1
HkcTe-bR-,7,23.0,35.0,18.714285714285715,1,0,1
Hke-JhA9Y7,5,23.0,101.0,28.6,0,0,1
Hke-WTVtwr,6,29.0,48.0,24.833333333333332,0,0,0
Hke0K1HKwr,3,12.0,12.0,12.0,0,0,0
Hke0V1rKPS,4,12.0,81.0,40.5,0,0,1
Hke0lRNYwS,3,7.0,61.0,40.0,0,0,1
Hke12T4KPS,5,10.0,89.0,33.8,1,0,0
Hke20iA9Y7,8,17.0,114.0,37.125,1,1,1
Hke3gyHYwH,3,15.0,28.0,23.333333333333332,0,0,0
Hke4l2AcKQ,3,26.0,96.0,47.0,0,0,1
HkeAepVKDH,6,28.0,39.0,18.666666666666668,1,0,1
HkeGhoA5FX,5,58.0,85.0,46.0,1,0,1
HkeJzANFwS,6,27.0,59.0,30.5,0,0,1
HkeKVh05Fm,9,20.0,168.0,42.666666666666664,0,0,1
HkeO104tPB,3,7.0,68.0,27.0,1,0,1
HkePNpVKPB,5,25.0,52.0,24.6,0,0,0
HkePOCNtPH,8,1.0,27.0,8.875,0,0,1
HkeQ6ANYDB,3,8.0,23.0,12.333333333333334,0,0,1
HkeSdCEtDS,4,20.0,51.0,30.75,0,0,1
HkeWSnR5Y7,5,38.0,47.0,25.4,0,0,1
HkeZQJBKDB,3,8.0,8.0,4.666666666666667,0,0,0
HkedQp4tPr,5,18.0,82.0,32.8,1,1,1
HkeeITEYDr,6,4.0,46.0,19.333333333333332,0,0,0
Hkeh21BKPH,5,4.0,35.0,17.2,0,0,0
HkehD3VtvS,6,12.0,51.0,24.333333333333332,1,0,1
HkejNgBtPB,5,3.0,47.0,23.4,0,0,0
HkekMnR5Ym,3,23.0,60.0,32.0,1,1,0
Hkekl0NFPr,4,20.0,51.0,23.5,1,0,1
Hkem-lrtvH,4,11.0,55.0,20.5,1,1,0
Hkemdj09YQ,6,7.0,12.0,6.5,0,0,1
HkeoOo09YX,3,21.0,39.0,29.666666666666668,0,0,0
HkepKG-Rb,5,7.0,33.0,16.2,0,0,1
Hkesr205t7,3,17.0,47.0,26.666666666666668,0,0,0
HketzTNYwS,4,24.0,78.0,47.75,0,0,1
HkeuD34KPH,4,14.0,68.0,30.5,0,0,1
Hkex2a4FPr,3,16.0,27.0,18.666666666666668,0,0,0
Hkexw1BtDr,3,43.0,43.0,31.0,0,0,0
Hkf2_sC5FX,4,10.0,57.0,36.75,0,0,0
HkfPSh05K7,4,34.0,36.0,25.25,0,0,1
HkfXMz-Ab,4,13.0,33.0,16.5,1,1,1
HkfYOoCcYX,4,8.0,36.0,22.25,0,0,0
Hkfmn5n6W,2,37.0,37.0,26.5,1,1,0
Hkg-xgrYvH,7,10.0,63.0,22.857142857142858,1,1,0
Hkg1YiAcK7,5,13.0,66.0,27.6,1,0,0
Hkg313AcFX,4,7.0,26.0,12.0,0,0,1
Hkg4W2AcFm,1,16.0,16.0,16.0,0,0,0
Hkg5lAEtvS,5,11.0,30.0,19.6,1,0,1
Hkg9HgBYwH,5,10.0,29.0,16.6,1,1,1
HkgAJxrYwr,4,3.0,46.0,21.25,0,0,1
HkgB2TNYPS,3,8.0,81.0,33.333333333333336,0,0,0
HkgDTiCctQ,4,26.0,73.0,37.25,0,0,0
HkgEQnRqYQ,4,21.0,55.0,37.75,0,0,0
HkgFDgSYPH,3,19.0,125.0,62.0,1,1,1
